file,unit,status,loc_churn,bucket,recurring,source,reason,blast_radius_module,blast_radius_unit
feat/inspections/be/app/impl/build.gradle.kts,:root::non-module,D,11,collateral,False,rule:build_gradle_collateral,"build.gradle.kts edit in a pre-existing module — typically a new dependency or plugin declaration, avoidable if the convention plugins auto-wire it",0,0
feat/inspections/be/app/impl/src/main/kotlin/cz/adamec/timotej/snag/feat/inspections/be/app/impl/di/InspectionsAppModule.kt,:feat:inspections:be:app:impl::main,D,36,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/be/app/impl/src/main/kotlin/cz/adamec/timotej/snag/feat/inspections/be/app/impl/internal/DeleteInspectionUseCaseImpl.kt,:feat:inspections:be:app:impl::main,D,49,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/be/app/impl/src/main/kotlin/cz/adamec/timotej/snag/feat/inspections/be/app/impl/internal/GetInspectionUseCaseImpl.kt,:feat:inspections:be:app:impl::main,D,30,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/be/app/impl/src/main/kotlin/cz/adamec/timotej/snag/feat/inspections/be/app/impl/internal/GetInspectionsModifiedSinceUseCaseImpl.kt,:feat:inspections:be:app:impl::main,D,39,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/be/app/impl/src/main/kotlin/cz/adamec/timotej/snag/feat/inspections/be/app/impl/internal/GetInspectionsUseCaseImpl.kt,:feat:inspections:be:app:impl::main,D,30,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/be/app/impl/src/main/kotlin/cz/adamec/timotej/snag/feat/inspections/be/app/impl/internal/LH.kt,:feat:inspections:be:app:impl::main,D,19,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/be/app/impl/src/main/kotlin/cz/adamec/timotej/snag/feat/inspections/be/app/impl/internal/SaveInspectionUseCaseImpl.kt,:feat:inspections:be:app:impl::main,D,46,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/be/app/impl/src/test/kotlin/cz/adamec/timotej/snag/feat/inspections/be/app/impl/internal/DeleteInspectionUseCaseImplTest.kt,:feat:inspections:be:app:impl::test,D,86,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/be/app/impl/src/test/kotlin/cz/adamec/timotej/snag/feat/inspections/be/app/impl/internal/SaveInspectionUseCaseImplTest.kt,:feat:inspections:be:app:impl::test,D,87,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/be/app/model/build.gradle.kts,:root::non-module,D,3,collateral,False,rule:build_gradle_collateral,"build.gradle.kts edit in a pre-existing module — typically a new dependency or plugin declaration, avoidable if the convention plugins auto-wire it",0,0
feat/inspections/be/app/model/src/main/kotlin/cz/adamec/timotej/snag/feat/inspections/be/model/BackendInspection.kt,:feat:inspections:be:app:model::main,D,24,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),14,19
feat/inspections/be/driven/impl/build.gradle.kts,:root::non-module,D,3,collateral,False,rule:build_gradle_collateral,"build.gradle.kts edit in a pre-existing module — typically a new dependency or plugin declaration, avoidable if the convention plugins auto-wire it",0,0
feat/inspections/be/driven/impl/src/main/kotlin/cz/adamec/timotej/snag/feat/inspections/be/driven/impl/di/InspectionsDrivenModule.kt,:feat:inspections:be:driven:impl::main,D,24,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/be/driven/impl/src/main/kotlin/cz/adamec/timotej/snag/feat/inspections/be/driven/impl/internal/Mapper.kt,:feat:inspections:be:driven:impl::main,D,30,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/be/driven/impl/src/main/kotlin/cz/adamec/timotej/snag/feat/inspections/be/driven/impl/internal/RealInspectionsDb.kt,:feat:inspections:be:driven:impl::main,D,141,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/be/driven/test/build.gradle.kts,:root::non-module,D,19,collateral,False,rule:build_gradle_collateral,"build.gradle.kts edit in a pre-existing module — typically a new dependency or plugin declaration, avoidable if the convention plugins auto-wire it",0,0
feat/inspections/be/driven/test/src/main/kotlin/cz/adamec/timotej/snag/feat/inspections/be/driven/test/InspectionsDbTestExtensions.kt,:feat:inspections:be:driven:test::main,D,45,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),73,92
feat/inspections/be/driving/impl/build.gradle.kts,:root::non-module,D,17,collateral,False,rule:build_gradle_collateral,"build.gradle.kts edit in a pre-existing module — typically a new dependency or plugin declaration, avoidable if the convention plugins auto-wire it",0,0
feat/inspections/be/driving/impl/src/main/kotlin/cz/adamec/timotej/snag/feat/inspections/be/driving/impl/di/InspectionsDrivingModule.kt,:feat:inspections:be:driving:impl::main,D,24,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/be/driving/impl/src/main/kotlin/cz/adamec/timotej/snag/feat/inspections/be/driving/impl/internal/InspectionsRoute.kt,:feat:inspections:be:driving:impl::main,D,120,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/be/driving/impl/src/main/kotlin/cz/adamec/timotej/snag/feat/inspections/be/driving/impl/internal/Mapper.kt,:feat:inspections:be:driving:impl::main,D,44,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/be/driving/impl/src/test/kotlin/cz/adamec/timotej/snag/feat/inspections/be/driving/impl/internal/InspectionsRouteTest.kt,:feat:inspections:be:driving:impl::test,D,205,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/be/ports/build.gradle.kts,:root::non-module,D,3,collateral,False,rule:build_gradle_collateral,"build.gradle.kts edit in a pre-existing module — typically a new dependency or plugin declaration, avoidable if the convention plugins auto-wire it",0,0
feat/inspections/be/ports/src/main/kotlin/cz/adamec/timotej/snag/feat/inspections/be/ports/InspectionsDb.kt,:feat:inspections:be:ports::main,D,35,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),73,92
feat/inspections/business/model/build.gradle.kts,:root::non-module,D,3,collateral,False,rule:build_gradle_collateral,"build.gradle.kts edit in a pre-existing module — typically a new dependency or plugin declaration, avoidable if the convention plugins auto-wire it",0,0
feat/inspections/business/model/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/business/Inspection.kt,:feat:inspections:business:model::commonMain,D,20,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),26,45
feat/inspections/contract/build.gradle.kts,:root::non-module,D,3,collateral,False,rule:build_gradle_collateral,"build.gradle.kts edit in a pre-existing module — typically a new dependency or plugin declaration, avoidable if the convention plugins auto-wire it",0,0
feat/inspections/contract/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/contract/DeleteInspectionApiDto.kt,:feat:inspections:contract::commonMain,D,21,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),2,3
feat/inspections/contract/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/contract/InspectionApiDto.kt,:feat:inspections:contract::commonMain,D,30,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),2,3
feat/inspections/contract/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/contract/PutInspectionApiDto.kt,:feat:inspections:contract::commonMain,D,28,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),2,3
feat/inspections/fe/app/api/build.gradle.kts,:root::non-module,D,15,collateral,False,rule:build_gradle_collateral,"build.gradle.kts edit in a pre-existing module — typically a new dependency or plugin declaration, avoidable if the convention plugins auto-wire it",0,0
feat/inspections/fe/app/api/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/app/api/CascadeDeleteLocalInspectionsByProjectIdUseCase.kt,:feat:inspections:fe:app:api::commonMain,D,19,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),4,16
feat/inspections/fe/app/api/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/app/api/CascadeRestoreLocalInspectionsByProjectIdUseCase.kt,:feat:inspections:fe:app:api::commonMain,D,19,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),4,16
feat/inspections/fe/app/api/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/app/api/DeleteInspectionUseCase.kt,:feat:inspections:fe:app:api::commonMain,D,20,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),4,16
feat/inspections/fe/app/api/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/app/api/GetInspectionUseCase.kt,:feat:inspections:fe:app:api::commonMain,D,22,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),4,16
feat/inspections/fe/app/api/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/app/api/GetInspectionsUseCase.kt,:feat:inspections:fe:app:api::commonMain,D,22,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),4,16
feat/inspections/fe/app/api/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/app/api/SaveInspectionUseCase.kt,:feat:inspections:fe:app:api::commonMain,D,21,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),4,16
feat/inspections/fe/app/api/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/app/api/model/SaveInspectionRequest.kt,:feat:inspections:fe:app:api::commonMain,D,26,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),4,16
feat/inspections/fe/app/impl/build.gradle.kts,:root::non-module,D,30,collateral,False,rule:build_gradle_collateral,"build.gradle.kts edit in a pre-existing module — typically a new dependency or plugin declaration, avoidable if the convention plugins auto-wire it",0,0
feat/inspections/fe/app/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/app/impl/di/InspectionsAppModule.kt,:feat:inspections:fe:app:impl::commonMain,D,45,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/app/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/app/impl/internal/CascadeDeleteLocalInspectionsByProjectIdUseCaseImpl.kt,:feat:inspections:fe:app:impl::commonMain,D,25,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/app/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/app/impl/internal/CascadeRestoreLocalInspectionsByProjectIdUseCaseImpl.kt,:feat:inspections:fe:app:impl::commonMain,D,33,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/app/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/app/impl/internal/DeleteInspectionUseCaseImpl.kt,:feat:inspections:fe:app:impl::commonMain,D,46,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/app/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/app/impl/internal/GetInspectionUseCaseImpl.kt,:feat:inspections:fe:app:impl::commonMain,D,30,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/app/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/app/impl/internal/GetInspectionsUseCaseImpl.kt,:feat:inspections:fe:app:impl::commonMain,D,54,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/app/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/app/impl/internal/LH.kt,:feat:inspections:fe:app:impl::commonMain,D,19,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/app/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/app/impl/internal/SaveInspectionUseCaseImpl.kt,:feat:inspections:fe:app:impl::commonMain,D,66,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/app/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/app/impl/internal/sync/InspectionPullSyncHandler.kt,:feat:inspections:fe:app:impl::commonMain,D,63,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/app/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/app/impl/internal/sync/InspectionSyncEntityType.kt,:feat:inspections:fe:app:impl::commonMain,D,15,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/app/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/app/impl/internal/sync/InspectionSyncHandler.kt,:feat:inspections:fe:app:impl::commonMain,D,46,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/app/impl/src/commonTest/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/app/impl/internal/CascadeDeleteLocalInspectionsByProjectIdUseCaseImplTest.kt,:feat:inspections:fe:app:impl::commonTest,D,83,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/app/impl/src/commonTest/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/app/impl/internal/CascadeRestoreLocalInspectionsByProjectIdUseCaseImplTest.kt,:feat:inspections:fe:app:impl::commonTest,D,88,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/app/impl/src/commonTest/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/app/impl/internal/DeleteInspectionUseCaseImplTest.kt,:feat:inspections:fe:app:impl::commonTest,D,94,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/app/impl/src/commonTest/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/app/impl/internal/SaveInspectionUseCaseImplTest.kt,:feat:inspections:fe:app:impl::commonTest,D,183,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/driven/impl/build.gradle.kts,:root::non-module,D,16,collateral,False,rule:build_gradle_collateral,"build.gradle.kts edit in a pre-existing module — typically a new dependency or plugin declaration, avoidable if the convention plugins auto-wire it",0,0
feat/inspections/fe/driven/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driven/di/InspectionsDrivenModule.kt,:feat:inspections:fe:driven:impl::commonMain,D,35,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/driven/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driven/internal/LH.kt,:feat:inspections:fe:driven:impl::commonMain,D,19,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/driven/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driven/internal/api/Mappers.kt,:feat:inspections:fe:driven:impl::commonMain,D,41,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/driven/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driven/internal/api/RealInspectionsApi.kt,:feat:inspections:fe:driven:impl::commonMain,D,121,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/driven/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driven/internal/db/InspectionsSqlDelightDbOps.kt,:feat:inspections:fe:driven:impl::commonMain,D,52,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/driven/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driven/internal/db/Mappers.kt,:feat:inspections:fe:driven:impl::commonMain,D,43,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/driven/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driven/internal/db/RealInspectionsDb.kt,:feat:inspections:fe:driven:impl::commonMain,D,37,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/driven/test/build.gradle.kts,:root::non-module,D,3,collateral,False,rule:build_gradle_collateral,"build.gradle.kts edit in a pre-existing module — typically a new dependency or plugin declaration, avoidable if the convention plugins auto-wire it",0,0
feat/inspections/fe/driven/test/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driven/test/FakeInspectionsApi.kt,:feat:inspections:fe:driven:test::commonMain,D,64,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),5,12
feat/inspections/fe/driven/test/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driven/test/FakeInspectionsDb.kt,:feat:inspections:fe:driven:test::commonMain,D,51,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),5,12
feat/inspections/fe/driven/test/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driven/test/InspectionsFeDrivenTestModule.kt,:feat:inspections:fe:driven:test::commonMain,D,25,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),5,12
feat/inspections/fe/driving/api/build.gradle.kts,:root::non-module,D,27,collateral,False,rule:build_gradle_collateral,"build.gradle.kts edit in a pre-existing module — typically a new dependency or plugin declaration, avoidable if the convention plugins auto-wire it",0,0
feat/inspections/fe/driving/api/src/commonMain/composeResources/values/strings.xml,:feat:inspections:fe:driving:api::commonMain,D,21,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),3,9
feat/inspections/fe/driving/api/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driving/api/InspectionCard.kt,:feat:inspections:fe:driving:api::commonMain,D,410,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),3,9
feat/inspections/fe/driving/api/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driving/api/InspectionRoutes.kt,:feat:inspections:fe:driving:api::commonMain,D,32,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),3,9
feat/inspections/fe/driving/api/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driving/api/di/InspectionsDrivingApiModule.kt,:feat:inspections:fe:driving:api::commonMain,D,23,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),3,9
feat/inspections/fe/driving/api/src/nonWebMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driving/api/NonWebInspectionsRoute.kt,:feat:inspections:fe:driving:api::nonWebMain,D,37,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),3,9
feat/inspections/fe/driving/api/src/nonWebMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driving/api/di/InspectionsDrivingApiModule.nonWeb.kt,:feat:inspections:fe:driving:api::nonWebMain,D,26,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),3,9
feat/inspections/fe/driving/api/src/webMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driving/api/InspectionsBrowserHistoryFragmentBuilder.kt,:feat:inspections:fe:driving:api::webMain,D,38,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),3,9
feat/inspections/fe/driving/api/src/webMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driving/api/WebInspectionsRoute.kt,:feat:inspections:fe:driving:api::webMain,D,45,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),3,9
feat/inspections/fe/driving/api/src/webMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driving/api/di/InspectionsDrivingApiModule.web.kt,:feat:inspections:fe:driving:api::webMain,D,30,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),3,9
feat/inspections/fe/driving/impl/build.gradle.kts,:root::non-module,D,36,collateral,False,rule:build_gradle_collateral,"build.gradle.kts edit in a pre-existing module — typically a new dependency or plugin declaration, avoidable if the convention plugins auto-wire it",0,0
feat/inspections/fe/driving/impl/src/commonMain/composeResources/values/strings.xml,:feat:inspections:fe:driving:impl::commonMain,D,23,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driving/impl/di/InspectionsDrivingModule.kt,:feat:inspections:fe:driving:impl::commonMain,D,100,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driving/impl/internal/ui/InspectionEditContent.kt,:feat:inspections:fe:driving:impl::commonMain,D,414,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driving/impl/internal/ui/InspectionEditScreen.kt,:feat:inspections:fe:driving:impl::commonMain,D,95,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driving/impl/internal/ui/TimestampExtensions.kt,:feat:inspections:fe:driving:impl::commonMain,D,26,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driving/impl/internal/ui/components/DateTimePickerField.kt,:feat:inspections:fe:driving:impl::commonMain,D,242,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driving/impl/internal/ui/components/InspectionDeletionAlertDialog.kt,:feat:inspections:fe:driving:impl::commonMain,D,57,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driving/impl/internal/vm/InspectionEditUiState.kt,:feat:inspections:fe:driving:impl::commonMain,D,24,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driving/impl/internal/vm/InspectionEditViewModel.kt,:feat:inspections:fe:driving:impl::commonMain,D,176,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driving/impl/internal/vm/InspectionEditVmState.kt,:feat:inspections:fe:driving:impl::commonMain,D,27,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driving/impl/internal/vm/Mapper.kt,:feat:inspections:fe:driving:impl::commonMain,D,23,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/driving/impl/src/commonTest/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driving/impl/internal/vm/InspectionEditMapperTest.kt,:feat:inspections:fe:driving:impl::commonTest,D,91,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/driving/impl/src/commonTest/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driving/impl/internal/vm/InspectionEditViewModelTest.kt,:feat:inspections:fe:driving:impl::commonTest,D,297,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/driving/impl/src/nonWebMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driving/impl/di/InspectionsDrivingModule.nonWeb.kt,:feat:inspections:fe:driving:impl::nonWebMain,D,23,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/driving/impl/src/webMain/kotlin/cz/adamec/timotej/snag/feat/inspections/fe/driving/impl/di/InspectionsDrivingModule.web.kt,:feat:inspections:fe:driving:impl::webMain,D,23,local,False,hand:local_module_globs,Unit inside a module declared local to this change (:feat:inspections:*),1,1
feat/inspections/fe/ports/build.gradle.kts,:root::non-module,D,3,collateral,False,rule:build_gradle_collateral,"build.gradle.kts edit in a pre-existing module — typically a new dependency or plugin declaration, avoidable if the convention plugins auto-wire it",0,0
