file,unit,status,loc_churn,bucket,recurring,source,reason,blast_radius_module,blast_radius_unit
feat/authentication/fe/nonWear/driven/build.gradle.kts,:root::non-module,A,26,collateral,False,rule:build_gradle_collateral,"Úprava build.gradle.kts ve stávajícím modulu — typicky nová závislost nebo deklarace pluginu, odbouratelné pokud konvenční pluginy autowire",0,0
feat/authentication/fe/nonWear/driven/src/androidMain/kotlin/cz/adamec/timotej/snag/authentication/fe/nonwear/driven/di/AuthenticationDrivenNonWearModule.android.kt,:root::non-module,A,23,collateral,True,hand:wearos_classifier,Mobile-extraction paralelní modul: obsahuje vazbu AuthTokenProvider dříve nadměrně sdílenou v common. Opakuje se u každé funkcionality vyžadující per-platform vazbu.,0,0
feat/authentication/fe/nonWear/driven/src/iosMain/kotlin/cz/adamec/timotej/snag/authentication/fe/nonwear/driven/di/AuthenticationDrivenNonWearModule.ios.kt,:root::non-module,A,18,collateral,True,hand:wearos_classifier,Mobile-extraction paralelní modul: obsahuje vazbu AuthTokenProvider dříve nadměrně sdílenou v common. Opakuje se u každé funkcionality vyžadující per-platform vazbu.,0,0
feat/authentication/fe/nonWear/driven/src/jvmMain/kotlin/cz/adamec/timotej/snag/authentication/fe/nonwear/driven/di/AuthenticationDrivenNonWearModule.jvm.kt,:root::non-module,A,18,collateral,True,hand:wearos_classifier,Mobile-extraction paralelní modul: obsahuje vazbu AuthTokenProvider dříve nadměrně sdílenou v common. Opakuje se u každé funkcionality vyžadující per-platform vazbu.,0,0
feat/authentication/fe/nonWear/driven/src/webMain/kotlin/cz/adamec/timotej/snag/authentication/fe/nonwear/driven/di/AuthenticationDrivenNonWearModule.web.kt,:root::non-module,A,18,collateral,True,hand:wearos_classifier,Mobile-extraction paralelní modul: obsahuje vazbu AuthTokenProvider dříve nadměrně sdílenou v common. Opakuje se u každé funkcionality vyžadující per-platform vazbu.,0,0
feat/authentication/fe/wear/driven/build.gradle.kts,:root::non-module,A,34,local,True,hand:wearos_classifier,Wear-specifický driven adaptér (AuthTokenProvider substituce pro Wear OIDC). Uvnitř scope_module_set(Wear); opakuje se per funkcionalita vyžadující Wear adaptér.,0,0
feat/authentication/fe/wear/driven/src/androidMain/kotlin/cz/adamec/timotej/snag/authentication/fe/wear/driven/di/AuthenticationDrivenWearModule.kt,:root::non-module,A,56,local,True,hand:wearos_classifier,Wear-specifický driven adaptér (AuthTokenProvider substituce pro Wear OIDC). Uvnitř scope_module_set(Wear); opakuje se per funkcionalita vyžadující Wear adaptér.,0,0
feat/authentication/fe/wear/driven/src/androidMain/kotlin/cz/adamec/timotej/snag/authentication/fe/wear/driven/internal/RealWearAuthFlow.kt,:root::non-module,A,148,local,True,hand:wearos_classifier,Wear-specifický driven adaptér (AuthTokenProvider substituce pro Wear OIDC). Uvnitř scope_module_set(Wear); opakuje se per funkcionalita vyžadující Wear adaptér.,0,0
feat/authentication/fe/wear/driven/src/commonMain/kotlin/cz/adamec/timotej/snag/authentication/fe/wear/driven/internal/WearAuthFlow.kt,:root::non-module,A,24,local,True,hand:wearos_classifier,Wear-specifický driven adaptér (AuthTokenProvider substituce pro Wear OIDC). Uvnitř scope_module_set(Wear); opakuje se per funkcionalita vyžadující Wear adaptér.,0,0
feat/authentication/fe/wear/driven/src/commonMain/kotlin/cz/adamec/timotej/snag/authentication/fe/wear/driven/internal/WearAuthTokenProvider.kt,:root::non-module,A,67,local,True,hand:wearos_classifier,Wear-specifický driven adaptér (AuthTokenProvider substituce pro Wear OIDC). Uvnitř scope_module_set(Wear); opakuje se per funkcionalita vyžadující Wear adaptér.,0,0
feat/authentication/fe/wear/driven/src/commonTest/kotlin/cz/adamec/timotej/snag/authentication/fe/wear/driven/internal/FakeTokenStore.kt,:root::non-module,A,61,local,True,hand:wearos_classifier,Wear-specifický driven adaptér (AuthTokenProvider substituce pro Wear OIDC). Uvnitř scope_module_set(Wear); opakuje se per funkcionalita vyžadující Wear adaptér.,0,0
feat/authentication/fe/wear/driven/src/commonTest/kotlin/cz/adamec/timotej/snag/authentication/fe/wear/driven/internal/FakeWearAuthFlow.kt,:root::non-module,A,29,local,True,hand:wearos_classifier,Wear-specifický driven adaptér (AuthTokenProvider substituce pro Wear OIDC). Uvnitř scope_module_set(Wear); opakuje se per funkcionalita vyžadující Wear adaptér.,0,0
feat/authentication/fe/wear/driven/src/commonTest/kotlin/cz/adamec/timotej/snag/authentication/fe/wear/driven/internal/WearAuthTokenProviderTest.kt,:root::non-module,A,154,local,True,hand:wearos_classifier,Wear-specifický driven adaptér (AuthTokenProvider substituce pro Wear OIDC). Uvnitř scope_module_set(Wear); opakuje se per funkcionalita vyžadující Wear adaptér.,0,0
feat/projects/fe/common/driving/build.gradle.kts,:root::non-module,A,43,collateral,False,rule:build_gradle_collateral,"Úprava build.gradle.kts ve stávajícím modulu — typicky nová závislost nebo deklarace pluginu, odbouratelné pokud konvenční pluginy autowire",0,0
feat/projects/fe/driving/impl/build.gradle.kts -> feat/projects/fe/nonWear/driving/build.gradle.kts,:root::non-module,R,13,collateral,False,rule:build_gradle_collateral,"Úprava build.gradle.kts ve stávajícím modulu — typicky nová závislost nebo deklarace pluginu, odbouratelné pokud konvenční pluginy autowire",0,0
feat/projects/fe/driving/impl/src/commonMain/composeResources/values/strings.xml -> feat/projects/fe/nonWear/driving/src/commonMain/composeResources/values/strings.xml,:feat:projects:fe:driving:impl::commonMain[FE],R,0,collateral,False,hand:wearos_classifier,"Git rename: feat/projects/fe/driving/impl → feat/projects/fe/nonWear/driving (mobile-extraction D8). Strukturální, bez změny sémantiky kódu.",2,8
feat/projects/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/driving/impl/di/ProjectsDrivingModule.kt -> feat/projects/fe/nonWear/driving/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/nonwear/driving/di/ProjectsDrivingNonWearModule.kt,:feat:projects:fe:driving:impl::commonMain[FE],R,18,collateral,False,hand:wearos_classifier,"Git rename: feat/projects/fe/driving/impl → feat/projects/fe/nonWear/driving (mobile-extraction D8). Strukturální, bez změny sémantiky kódu.",2,8
feat/projects/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/driving/impl/internal/projectAssignments/ui/ProjectAssignmentsContent.kt -> feat/projects/fe/nonWear/driving/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/nonwear/driving/internal/projectAssignments/ui/ProjectAssignmentsContent.kt,:feat:projects:fe:driving:impl::commonMain[FE],R,16,collateral,False,hand:wearos_classifier,"Git rename: feat/projects/fe/driving/impl → feat/projects/fe/nonWear/driving (mobile-extraction D8). Strukturální, bez změny sémantiky kódu.",2,8
feat/projects/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/driving/impl/internal/projectAssignments/ui/ProjectAssignmentsScreen.kt -> feat/projects/fe/nonWear/driving/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/nonwear/driving/internal/projectAssignments/ui/ProjectAssignmentsScreen.kt,:feat:projects:fe:driving:impl::commonMain[FE],R,4,collateral,False,hand:wearos_classifier,"Git rename: feat/projects/fe/driving/impl → feat/projects/fe/nonWear/driving (mobile-extraction D8). Strukturální, bez změny sémantiky kódu.",2,8
feat/projects/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/driving/impl/internal/projectAssignments/ui/components/AddUserBottomSheetContent.kt -> feat/projects/fe/nonWear/driving/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/nonwear/driving/internal/projectAssignments/ui/components/AddUserBottomSheetContent.kt,:feat:projects:fe:driving:impl::commonMain[FE],R,4,collateral,False,hand:wearos_classifier,"Git rename: feat/projects/fe/driving/impl → feat/projects/fe/nonWear/driving (mobile-extraction D8). Strukturální, bez změny sémantiky kódu.",2,8
feat/projects/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/driving/impl/internal/projectAssignments/ui/components/AssignedUserListItem.kt -> feat/projects/fe/nonWear/driving/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/nonwear/driving/internal/projectAssignments/ui/components/AssignedUserListItem.kt,:feat:projects:fe:driving:impl::commonMain[FE],R,8,collateral,False,hand:wearos_classifier,"Git rename: feat/projects/fe/driving/impl → feat/projects/fe/nonWear/driving (mobile-extraction D8). Strukturální, bez změny sémantiky kódu.",2,8
feat/projects/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/driving/impl/internal/projectAssignments/vm/Mapper.kt -> feat/projects/fe/common/driving/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/common/driving/internal/projectAssignments/vm/Mapper.kt,:feat:projects:fe:driving:impl::commonMain[FE],R,2,collateral,False,hand:wearos_classifier,Git rename: feat/projects/fe/driving/impl → feat/projects/fe/common/driving (rozdělení D8 — VM/UiState přesunuty do common). Strukturální.,2,8
feat/projects/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/driving/impl/internal/projectAssignments/vm/ProjectAssignmentsUiState.kt -> feat/projects/fe/common/driving/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/common/driving/internal/projectAssignments/vm/ProjectAssignmentsUiState.kt,:feat:projects:fe:driving:impl::commonMain[FE],R,6,collateral,False,hand:wearos_classifier,Git rename: feat/projects/fe/driving/impl → feat/projects/fe/common/driving (rozdělení D8 — VM/UiState přesunuty do common). Strukturální.,2,8
feat/projects/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/driving/impl/internal/projectAssignments/vm/ProjectAssignmentsViewModel.kt -> feat/projects/fe/common/driving/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/common/driving/internal/projectAssignments/vm/ProjectAssignmentsViewModel.kt,:feat:projects:fe:driving:impl::commonMain[FE],R,4,collateral,False,hand:wearos_classifier,Git rename: feat/projects/fe/driving/impl → feat/projects/fe/common/driving (rozdělení D8 — VM/UiState přesunuty do common). Strukturální.,2,8
feat/projects/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/driving/impl/internal/projectAssignments/vm/ProjectAssignmentsVmState.kt -> feat/projects/fe/common/driving/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/common/driving/internal/projectAssignments/vm/ProjectAssignmentsVmState.kt,:feat:projects:fe:driving:impl::commonMain[FE],R,2,collateral,False,hand:wearos_classifier,Git rename: feat/projects/fe/driving/impl → feat/projects/fe/common/driving (rozdělení D8 — VM/UiState přesunuty do common). Strukturální.,2,8
feat/projects/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/driving/impl/internal/projectDetails/ui/ProjectDetailsContent.kt -> feat/projects/fe/nonWear/driving/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/nonwear/driving/internal/projectDetails/ui/ProjectDetailsContent.kt,:feat:projects:fe:driving:impl::commonMain[FE],R,40,collateral,False,hand:wearos_classifier,"Git rename: feat/projects/fe/driving/impl → feat/projects/fe/nonWear/driving (mobile-extraction D8). Strukturální, bez změny sémantiky kódu.",2,8
feat/projects/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/driving/impl/internal/projectDetails/ui/ProjectDetailsScreen.kt -> feat/projects/fe/nonWear/driving/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/nonwear/driving/internal/projectDetails/ui/ProjectDetailsScreen.kt,:feat:projects:fe:driving:impl::commonMain[FE],R,4,collateral,False,hand:wearos_classifier,"Git rename: feat/projects/fe/driving/impl → feat/projects/fe/nonWear/driving (mobile-extraction D8). Strukturální, bez změny sémantiky kódu.",2,8
feat/projects/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/driving/impl/internal/projectDetails/ui/SaveReportEffect.kt -> feat/projects/fe/nonWear/driving/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/nonwear/driving/internal/projectDetails/ui/SaveReportEffect.kt,:feat:projects:fe:driving:impl::commonMain[FE],R,2,collateral,False,hand:wearos_classifier,"Git rename: feat/projects/fe/driving/impl → feat/projects/fe/nonWear/driving (mobile-extraction D8). Strukturální, bez změny sémantiky kódu.",2,8
feat/projects/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/driving/impl/internal/projectDetails/ui/components/CreatorInfo.kt -> feat/projects/fe/nonWear/driving/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/nonwear/driving/internal/projectDetails/ui/components/CreatorInfo.kt,:feat:projects:fe:driving:impl::commonMain[FE],R,2,collateral,False,hand:wearos_classifier,"Git rename: feat/projects/fe/driving/impl → feat/projects/fe/nonWear/driving (mobile-extraction D8). Strukturální, bez změny sémantiky kódu.",2,8
feat/projects/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/driving/impl/internal/projectDetails/ui/components/ReportTypePickerDialog.kt -> feat/projects/fe/nonWear/driving/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/nonwear/driving/internal/projectDetails/ui/components/ReportTypePickerDialog.kt,:feat:projects:fe:driving:impl::commonMain[FE],R,2,collateral,False,hand:wearos_classifier,"Git rename: feat/projects/fe/driving/impl → feat/projects/fe/nonWear/driving (mobile-extraction D8). Strukturální, bez změny sémantiky kódu.",2,8
feat/projects/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/driving/impl/internal/projectDetails/vm/Mapper.kt -> feat/projects/fe/common/driving/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/common/driving/internal/projectDetails/vm/Mapper.kt,:feat:projects:fe:driving:impl::commonMain[FE],R,4,collateral,False,hand:wearos_classifier,Git rename: feat/projects/fe/driving/impl → feat/projects/fe/common/driving (rozdělení D8 — VM/UiState přesunuty do common). Strukturální.,2,8
feat/projects/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/driving/impl/internal/projectDetails/vm/ProjectDetailsUiState.kt -> feat/projects/fe/common/driving/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/common/driving/internal/projectDetails/vm/ProjectDetailsUiState.kt,:feat:projects:fe:driving:impl::commonMain[FE],R,12,collateral,False,hand:wearos_classifier,Git rename: feat/projects/fe/driving/impl → feat/projects/fe/common/driving (rozdělení D8 — VM/UiState přesunuty do common). Strukturální.,2,8
feat/projects/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/driving/impl/internal/projectDetails/vm/ProjectDetailsViewModel.kt -> feat/projects/fe/common/driving/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/common/driving/internal/projectDetails/vm/ProjectDetailsViewModel.kt,:feat:projects:fe:driving:impl::commonMain[FE],R,8,collateral,False,hand:wearos_classifier,Git rename: feat/projects/fe/driving/impl → feat/projects/fe/common/driving (rozdělení D8 — VM/UiState přesunuty do common). Strukturální.,2,8
feat/projects/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/driving/impl/internal/projectDetails/vm/ProjectDetailsVmState.kt -> feat/projects/fe/common/driving/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/common/driving/internal/projectDetails/vm/ProjectDetailsVmState.kt,:feat:projects:fe:driving:impl::commonMain[FE],R,2,collateral,False,hand:wearos_classifier,Git rename: feat/projects/fe/driving/impl → feat/projects/fe/common/driving (rozdělení D8 — VM/UiState přesunuty do common). Strukturální.,2,8
feat/projects/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/driving/impl/internal/projectDetailsEdit/ui/ProjectDetailsEditContent.kt -> feat/projects/fe/nonWear/driving/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/nonwear/driving/internal/projectDetailsEdit/ui/ProjectDetailsEditContent.kt,:feat:projects:fe:driving:impl::commonMain[FE],R,16,collateral,False,hand:wearos_classifier,"Git rename: feat/projects/fe/driving/impl → feat/projects/fe/nonWear/driving (mobile-extraction D8). Strukturální, bez změny sémantiky kódu.",2,8
feat/projects/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/driving/impl/internal/projectDetailsEdit/ui/ProjectDetailsEditScreen.kt -> feat/projects/fe/nonWear/driving/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/nonwear/driving/internal/projectDetailsEdit/ui/ProjectDetailsEditScreen.kt,:feat:projects:fe:driving:impl::commonMain[FE],R,4,collateral,False,hand:wearos_classifier,"Git rename: feat/projects/fe/driving/impl → feat/projects/fe/nonWear/driving (mobile-extraction D8). Strukturální, bez změny sémantiky kódu.",2,8
feat/projects/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/driving/impl/internal/projectDetailsEdit/ui/components/ClientDropdown.kt -> feat/projects/fe/nonWear/driving/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/nonwear/driving/internal/projectDetailsEdit/ui/components/ClientDropdown.kt,:feat:projects:fe:driving:impl::commonMain[FE],R,10,collateral,False,hand:wearos_classifier,"Git rename: feat/projects/fe/driving/impl → feat/projects/fe/nonWear/driving (mobile-extraction D8). Strukturální, bez změny sémantiky kódu.",2,8
feat/projects/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/driving/impl/internal/projectDetailsEdit/vm/Mapper.kt -> feat/projects/fe/common/driving/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/common/driving/internal/projectDetailsEdit/vm/Mapper.kt,:feat:projects:fe:driving:impl::commonMain[FE],R,2,collateral,False,hand:wearos_classifier,Git rename: feat/projects/fe/driving/impl → feat/projects/fe/common/driving (rozdělení D8 — VM/UiState přesunuty do common). Strukturální.,2,8
feat/projects/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/driving/impl/internal/projectDetailsEdit/vm/ProjectDetailsEditUiState.kt -> feat/projects/fe/common/driving/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/common/driving/internal/projectDetailsEdit/vm/ProjectDetailsEditUiState.kt,:feat:projects:fe:driving:impl::commonMain[FE],R,4,collateral,False,hand:wearos_classifier,Git rename: feat/projects/fe/driving/impl → feat/projects/fe/common/driving (rozdělení D8 — VM/UiState přesunuty do common). Strukturální.,2,8
feat/projects/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/driving/impl/internal/projectDetailsEdit/vm/ProjectDetailsEditViewModel.kt -> feat/projects/fe/common/driving/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/common/driving/internal/projectDetailsEdit/vm/ProjectDetailsEditViewModel.kt,:feat:projects:fe:driving:impl::commonMain[FE],R,4,collateral,False,hand:wearos_classifier,Git rename: feat/projects/fe/driving/impl → feat/projects/fe/common/driving (rozdělení D8 — VM/UiState přesunuty do common). Strukturální.,2,8
feat/projects/fe/driving/impl/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/driving/impl/internal/projectDetailsEdit/vm/ProjectDetailsEditVmState.kt -> feat/projects/fe/common/driving/src/commonMain/kotlin/cz/adamec/timotej/snag/projects/fe/common/driving/internal/projectDetailsEdit/vm/ProjectDetailsEditVmState.kt,:feat:projects:fe:driving:impl::commonMain[FE],R,2,collateral,False,hand:wearos_classifier,Git rename: feat/projects/fe/driving/impl → feat/projects/fe/common/driving (rozdělení D8 — VM/UiState přesunuty do common). Strukturální.,2,8
